-6.396468728601230058e-01,-5.545301392343984226e-01
-1.205578305105399067e-01,1.453214287064723331e+00
3.923165019046279678e-01,2.189687343387693719e-01
-1.168995858149819711e-01,-8.385396252441723597e-01
2.992303121818240194e-02,1.780625203479091131e-02
6.054164876876830803e-01,2.506430079908019137e-01
-8.593289990151197211e-01,1.356291970971749805e+00
-8.085874323451194279e-01,1.268088170528711700e+00
-7.750514348106006812e-01,1.251875253125927623e+00
-5.515931614142152162e-01,-1.242838282516471216e+00
-7.451134200955058517e-01,-1.416315171661165495e+00
5.219334864120315221e-01,-6.367208877890095930e-01
-1.360467128320584029e+00,-9.443772815776456664e-01
-1.423847004405203842e+00,-9.961153609515358553e-01
5.455971389225525714e-01,-5.410256406864064616e-01
8.610007365678149505e-01,5.735588450674584254e-02
-7.315650246371553367e-01,1.781882819508890492e+00
-6.477765466056697452e-01,-1.774629834242737458e-01
-1.141317483889306317e+00,-4.936318623035149122e-01
-1.337338197346622959e+00,7.907401100563542506e-01
8.323674534963526259e-03,8.425179371045621313e-01
-5.591758387105258965e-01,1.176197793099583500e+00
5.413556572297962832e-01,-2.219000846733399368e-01
-1.112649589176976539e+00,-1.150301531628663998e+00
7.403875703371168848e-01,1.603287171547953527e-01
1.715618902099061982e-01,1.519404595454739271e+00
1.395888163971036044e-01,1.154738153752944196e+00
1.624267334572667254e+00,-1.261499037705381188e+00
1.667413187069637370e-01,1.424144515459283999e+00
1.658027858801373877e-01,1.578381093691323844e+00
1.654319920945481748e-01,1.553671585816575940e+00
-5.842204194722386834e-01,-1.477787371126321414e+00
-4.428015963447032299e-01,-4.357305719127553822e-01
8.733893713323174213e-01,1.686171400452566305e-01
1.065868717138375582e-01,1.517498018892446954e+00
1.385114098917311909e-01,1.502651472741426408e+00
5.442570246397453460e-01,-9.783019193676540937e-01
-5.348298978980611240e-01,-4.749203130137815906e-03
-2.900242895003090071e-01,-2.409921458985530007e-01
2.233268929718918161e-01,5.429620943754642770e-01
4.902197456067907688e-01,-2.546526650622786270e-01
-1.116535566891566356e-01,-4.786815949439807705e-01
-5.240767176335140443e-01,-1.294454452337780115e+00
2.328821437131730065e-01,-2.044573295955358361e-01
-1.552642889773823698e-01,-4.266065836070995210e-01
2.064983776647592861e-01,-1.537906924658808405e+00
-6.906558724504854307e-01,3.201394833090084879e-01
